Species,Species_ID,Edible,Measure_Type,Length,Weight
Sailfish (M&F),364.0,True,Lwr bill fork len,255.0,49.5
Sailfish (M&F),364.0,True,Lwr bill fork len,256.0,49.8
Sailfish (M&F),364.0,True,Lwr bill fork len,257.0,50.1
Sailfish (M&F),364.0,True,Lwr bill fork len,258.0,50.4
Sailfish (M&F),364.0,True,Lwr bill fork len,259.0,50.8
Sailfish (M&F),364.0,True,Lwr bill fork len,260.0,51.1
Sailfish (M&F),364.0,True,Lwr bill fork len,261.0,51.4
Sailfish (M&F),364.0,True,Lwr bill fork len,262.0,51.8
Sailfish (M&F),364.0,True,Lwr bill fork len,263.0,52.1
Sailfish (M&F),364.0,True,Lwr bill fork len,264.0,52.4
Sailfish (M&F),364.0,True,Lwr bill fork len,265.0,52.7
Sailfish (M&F),364.0,True,Lwr bill fork len,266.0,53.1
Sailfish (M&F),364.0,True,Lwr bill fork len,267.0,53.4
Sailfish (M&F),364.0,True,Lwr bill fork len,268.0,53.7
Sailfish (M&F),364.0,True,Lwr bill fork len,269.0,54.1
Sailfish (M&F),364.0,True,Lwr bill fork len,270.0,54.4
Sailfish (M&F),364.0,True,Lwr bill fork len,271.0,54.7
Sailfish (M&F),364.0,True,Lwr bill fork len,272.0,55.1
Sailfish (M&F),364.0,True,Lwr bill fork len,273.0,55.4
Sailfish (M&F),364.0,True,Lwr bill fork len,274.0,55.8
Sailfish (M&F),364.0,True,Lwr bill fork len,275.0,56.1
Sailfish (M&F),364.0,True,Lwr bill fork len,276.0,56.4
Sailfish (M&F),364.0,True,Lwr bill fork len,277.0,56.8
Sailfish (M&F),364.0,True,Lwr bill fork len,278.0,57.1
Sailfish (M&F),364.0,True,Lwr bill fork len,279.0,57.5
Sailfish (M&F),364.0,True,Lwr bill fork len,280.0,57.8
Sailfish (M&F),364.0,True,Lwr bill fork len,281.0,58.1
Sailfish (M&F),364.0,True,Lwr bill fork len,282.0,58.5
Sailfish (M&F),364.0,True,Lwr bill fork len,283.0,58.8
Sailfish (M&F),364.0,True,Lwr bill fork len,284.0,59.2
Sailfish (M&F),364.0,True,Lwr bill fork len,285.0,59.5
Sailfish (M&F),364.0,True,Lwr bill fork len,286.0,59.9
Sailfish (M&F),364.0,True,Lwr bill fork len,287.0,60.2
Sailfish (M&F),364.0,True,Lwr bill fork len,288.0,60.6
Sailfish (M&F),364.0,True,Lwr bill fork len,289.0,60.9
Sailfish (M&F),364.0,True,Lwr bill fork len,290.0,61.3
Sailfish (M&F),364.0,True,Lwr bill fork len,291.0,61.6
Sailfish (M&F),364.0,True,Lwr bill fork len,292.0,62.0
Sailfish (M&F),364.0,True,Lwr bill fork len,293.0,62.3
Sailfish (M&F),364.0,True,Lwr bill fork len,294.0,62.7
Sailfish (M&F),364.0,True,Lwr bill fork len,295.0,63.0
Sailfish (M&F),364.0,True,Lwr bill fork len,296.0,63.4
Sailfish (M&F),364.0,True,Lwr bill fork len,297.0,63.7
Sailfish (M&F),364.0,True,Lwr bill fork len,298.0,64.1
Sailfish (M&F),364.0,True,Lwr bill fork len,299.0,64.5
Sailfish (M&F),364.0,True,Lwr bill fork len,300.0,64.8
Sawtooth barracuda (M&F),597.0,True,Fork length,25.0,0.1
Sawtooth barracuda (M&F),597.0,True,Fork length,26.0,0.1
Sawtooth barracuda (M&F),597.0,True,Fork length,27.0,0.1
Sawtooth barracuda (M&F),597.0,True,Fork length,28.0,0.2
Sawtooth barracuda (M&F),597.0,True,Fork length,29.0,0.2
Sawtooth barracuda (M&F),597.0,True,Fork length,30.0,0.2
Sawtooth barracuda (M&F),597.0,True,Fork length,31.0,0.2
Sawtooth barracuda (M&F),597.0,True,Fork length,32.0,0.2
Sawtooth barracuda (M&F),597.0,True,Fork length,33.0,0.2
Sawtooth barracuda (M&F),597.0,True,Fork length,34.0,0.3
Sawtooth barracuda (M&F),597.0,True,Fork length,35.0,0.3
Sawtooth barracuda (M&F),597.0,True,Fork length,36.0,0.3
Sawtooth barracuda (M&F),597.0,True,Fork length,37.0,0.3
Sawtooth barracuda (M&F),597.0,True,Fork length,38.0,0.4
Sawtooth barracuda (M&F),597.0,True,Fork length,39.0,0.4
Sawtooth barracuda (M&F),597.0,True,Fork length,40.0,0.4
Sawtooth barracuda (M&F),597.0,True,Fork length,41.0,0.5
Sawtooth barracuda (M&F),597.0,True,Fork length,42.0,0.5
Sawtooth barracuda (M&F),597.0,True,Fork length,43.0,0.5
Sawtooth barracuda (M&F),597.0,True,Fork length,44.0,0.6
Sawtooth barracuda (M&F),597.0,True,Fork length,45.0,0.6
Sawtooth barracuda (M&F),597.0,True,Fork length,46.0,0.7
Sawtooth barracuda (M&F),597.0,True,Fork length,47.0,0.7
Sawtooth barracuda (M&F),597.0,True,Fork length,48.0,0.7
Sawtooth barracuda (M&F),597.0,True,Fork length,49.0,0.8
Sawtooth barracuda (M&F),597.0,True,Fork length,50.0,0.8
Sawtooth barracuda (M&F),597.0,True,Fork length,51.0,0.9
Sawtooth barracuda (M&F),597.0,True,Fork length,52.0,0.9
Sawtooth barracuda (M&F),597.0,True,Fork length,53.0,1.0
Sawtooth barracuda (M&F),597.0,True,Fork length,54.0,1.1
Sawtooth barracuda (M&F),597.0,True,Fork length,55.0,1.1
Sawtooth barracuda (M&F),597.0,True,Fork length,56.0,1.2
Sawtooth barracuda (M&F),597.0,True,Fork length,57.0,1.2
Sawtooth barracuda (M&F),597.0,True,Fork length,58.0,1.3
Sawtooth barracuda (M&F),597.0,True,Fork length,59.0,1.4
Sawtooth barracuda (M&F),597.0,True,Fork length,60.0,1.4
Sawtooth barracuda (M&F),597.0,True,Fork length,61.0,1.5
Sawtooth barracuda (M&F),597.0,True,Fork length,62.0,1.6
Sawtooth barracuda (M&F),597.0,True,Fork length,63.0,1.7
Sawtooth barracuda (M&F),597.0,True,Fork length,64.0,1.7
Sawtooth barracuda (M&F),597.0,True,Fork length,65.0,1.8
Sawtooth barracuda (M&F),597.0,True,Fork length,66.0,1.9
Sawtooth barracuda (M&F),597.0,True,Fork length,67.0,2.0
Sawtooth barracuda (M&F),597.0,True,Fork length,68.0,2.1
Sawtooth barracuda (M&F),597.0,True,Fork length,69.0,2.2
Sawtooth barracuda (M&F),597.0,True,Fork length,70.0,2.2
Sawtooth barracuda (M&F),597.0,True,Fork length,71.0,2.3
Sawtooth barracuda (M&F),597.0,True,Fork length,72.0,2.4
Sawtooth barracuda (M&F),597.0,True,Fork length,73.0,2.5
Sawtooth barracuda (M&F),597.0,True,Fork length,74.0,2.6
Sawtooth barracuda (M&F),597.0,True,Fork length,75.0,2.8
Sawtooth barracuda (M&F),597.0,True,Fork length,76.0,2.9
Sawtooth barracuda (M&F),597.0,True,Fork length,77.0,3.0
Sawtooth barracuda (M&F),597.0,True,Fork length,78.0,3.1
Sawtooth barracuda (M&F),597.0,True,Fork length,79.0,3.2
Sawtooth barracuda (M&F),597.0,True,Fork length,80.0,3.3
Sawtooth barracuda (M&F),597.0,True,Fork length,81.0,3.5
Sawtooth barracuda (M&F),597.0,True,Fork length,82.0,3.6
Sawtooth barracuda (M&F),597.0,True,Fork length,83.0,3.7
Sawtooth barracuda (M&F),597.0,True,Fork length,84.0,3.8
Sawtooth barracuda (M&F),597.0,True,Fork length,85.0,4.0
Sawtooth barracuda (M&F),597.0,True,Fork length,86.0,4.1
Sawtooth barracuda (M&F),597.0,True,Fork length,87.0,4.3
Sawtooth barracuda (M&F),597.0,True,Fork length,88.0,4.4
Sawtooth barracuda (M&F),597.0,True,Fork length,89.0,4.5
Sawtooth barracuda (M&F),597.0,True,Fork length,90.0,4.7
Sawtooth barracuda (M&F),597.0,True,Fork length,91.0,4.9
Sawtooth barracuda (M&F),597.0,True,Fork length,92.0,5.0
Sawtooth barracuda (M&F),597.0,True,Fork length,93.0,5.2
Sawtooth barracuda (M&F),597.0,True,Fork length,94.0,5.3
Sawtooth barracuda (M&F),597.0,True,Fork length,95.0,5.5
Sawtooth barracuda (M&F),597.0,True,Fork length,96.0,5.7
Sawtooth barracuda (M&F),597.0,True,Fork length,97.0,5.9
Sawtooth barracuda (M&F),597.0,True,Fork length,98.0,6.0
Sawtooth barracuda (M&F),597.0,True,Fork length,99.0,6.2
Sawtooth barracuda (M&F),597.0,True,Fork length,100.0,6.4
Sawtooth barracuda (M&F),597.0,True,Fork length,101.0,6.6
Sawtooth barracuda (M&F),597.0,True,Fork length,102.0,6.8
Sawtooth barracuda (M&F),597.0,True,Fork length,103.0,7.0
Sawtooth barracuda (M&F),597.0,True,Fork length,104.0,7.2
Sawtooth barracuda (M&F),597.0,True,Fork length,105.0,7.4
Sawtooth barracuda (M&F),597.0,True,Fork length,106.0,7.6
Sawtooth barracuda (M&F),597.0,True,Fork length,107.0,7.8
Sawtooth barracuda (M&F),597.0,True,Fork length,108.0,8.0
Sawtooth barracuda (M&F),597.0,True,Fork length,109.0,8.2
Sawtooth barracuda (M&F),597.0,True,Fork length,110.0,8.5
Sawtooth barracuda (M&F),597.0,True,Fork length,111.0,8.7
Sawtooth barracuda (M&F),597.0,True,Fork length,112.0,8.9
Sawtooth barracuda (M&F),597.0,True,Fork length,113.0,9.2
Sawtooth barracuda (M&F),597.0,True,Fork length,114.0,9.4
Sawtooth barracuda (M&F),597.0,True,Fork length,115.0,9.6
Sawtooth barracuda (M&F),597.0,True,Fork length,116.0,9.9
Sawtooth barracuda (M&F),597.0,True,Fork length,117.0,10.1
Sawtooth barracuda (M&F),597.0,True,Fork length,118.0,10.4
Sawtooth barracuda (M&F),597.0,True,Fork length,119.0,10.7
Sawtooth barracuda (M&F),597.0,True,Fork length,120.0,10.9
Sawtooth barracuda (M&F),597.0,True,Fork length,121.0,11.2
Sawtooth barracuda (M&F),597.0,True,Fork length,122.0,11.5
Sawtooth barracuda (M&F),597.0,True,Fork length,123.0,11.7
Sawtooth barracuda (M&F),597.0,True,Fork length,124.0,12.0
Sawtooth barracuda (M&F),597.0,True,Fork length,125.0,12.3
Sawtooth barracuda (M&F),597.0,True,Fork length,126.0,12.6
Sawtooth barracuda (M&F),597.0,True,Fork length,127.0,12.9
Sawtooth barracuda (M&F),597.0,True,Fork length,128.0,13.2
Sawtooth barracuda (M&F),597.0,True,Fork length,129.0,13.5
Sawtooth barracuda (M&F),597.0,True,Fork length,130.0,13.8
Sawtooth barracuda (M&F),597.0,True,Fork length,131.0,14.1
Sawtooth barracuda (M&F),597.0,True,Fork length,132.0,14.4
Sawtooth barracuda (M&F),597.0,True,Fork length,133.0,14.8
Sawtooth barracuda (M&F),597.0,True,Fork length,134.0,15.1
Sawtooth barracuda (M&F),597.0,True,Fork length,135.0,15.4
Sawtooth barracuda (M&F),597.0,True,Fork length,136.0,15.8
Sawtooth barracuda (M&F),597.0,True,Fork length,137.0,16.1
Sawtooth barracuda (M&F),597.0,True,Fork length,138.0,16.4
Sawtooth barracuda (M&F),597.0,True,Fork length,139.0,16.8
Sawtooth barracuda (M&F),597.0,True,Fork length,140.0,17.2
Sawtooth barracuda (M&F),597.0,True,Fork length,141.0,17.5
Sawtooth barracuda (M&F),597.0,True,Fork length,142.0,17.9
Sawtooth barracuda (M&F),597.0,True,Fork length,143.0,18.3
Sawtooth barracuda (M&F),597.0,True,Fork length,144.0,18.6
Sawtooth barracuda (M&F),597.0,True,Fork length,145.0,19.0
Sawtooth barracuda (M&F),597.0,True,Fork length,146.0,19.4
Sawtooth barracuda (M&F),597.0,True,Fork length,147.0,19.8
Sawtooth barracuda (M&F),597.0,True,Fork length,148.0,20.2
Sawtooth barracuda (M&F),597.0,True,Fork length,149.0,20.6
Sawtooth barracuda (M&F),597.0,True,Fork length,150.0,21.0
Sawtooth barracuda (M&F),597.0,True,Fork length,151.0,21.4
Sawtooth barracuda (M&F),597.0,True,Fork length,152.0,21.8
Sawtooth barracuda (M&F),597.0,True,Fork length,153.0,22.3
Sawtooth barracuda (M&F),597.0,True,Fork length,154.0,22.7
Sawtooth barracuda (M&F),597.0,True,Fork length,155.0,23.1
Sawtooth barracuda (M&F),597.0,True,Fork length,156.0,23.6
Sawtooth barracuda (M&F),597.0,True,Fork length,157.0,24.0
Sawtooth barracuda (M&F),597.0,True,Fork length,158.0,24.5
Sawtooth barracuda (M&F),597.0,True,Fork length,159.0,24.9
Sawtooth barracuda (M&F),597.0,True,Fork length,160.0,25.4
Sawtooth barracuda (M&F),597.0,True,Fork length,161.0,25.8
Sawtooth barracuda (M&F),597.0,True,Fork length,162.0,26.3
Sawtooth barracuda (M&F),597.0,True,Fork length,163.0,26.8
Sawtooth barracuda (M&F),597.0,True,Fork length,164.0,27.3
Sawtooth barracuda (M&F),597.0,True,Fork length,165.0,27.8
Sawtooth barracuda (M&F),597.0,True,Fork length,166.0,28.3
Sawtooth barracuda (M&F),597.0,True,Fork length,167.0,28.8
Sawtooth barracuda (M&F),597.0,True,Fork length,168.0,29.3
Sawtooth barracuda (M&F),597.0,True,Fork length,169.0,29.8
Sawtooth barracuda (M&F),597.0,True,Fork length,170.0,30.3
Sawtooth barracuda (M&F),597.0,True,Fork length,171.0,30.8
Sawtooth barracuda (M&F),597.0,True,Fork length,172.0,31.4
Sawtooth barracuda (M&F),597.0,True,Fork length,173.0,31.9
Sawtooth barracuda (M&F),597.0,True,Fork length,174.0,32.4
Sawtooth barracuda (M&F),597.0,True,Fork length,175.0,33.0
Sawtooth barracuda (M&F),597.0,True,Fork length,176.0,33.5
Sawtooth barracuda (M&F),597.0,True,Fork length,177.0,34.1
Sawtooth barracuda (M&F),597.0,True,Fork length,178.0,34.7
Sawtooth barracuda (M&F),597.0,True,Fork length,179.0,35.3
Sawtooth barracuda (M&F),597.0,True,Fork length,180.0,35.8
Sawtooth barracuda (M&F),597.0,True,Fork length,181.0,36.4
Sawtooth barracuda (M&F),597.0,True,Fork length,182.0,37.0
Sawtooth barracuda (M&F),597.0,True,Fork length,183.0,37.6
Sawtooth barracuda (M&F),597.0,True,Fork length,184.0,38.2
Sawtooth barracuda (M&F),597.0,True,Fork length,185.0,38.8
Sawtooth barracuda (M&F),597.0,True,Fork length,186.0,39.4
Sawtooth barracuda (M&F),597.0,True,Fork length,187.0,40.1
Sawtooth barracuda (M&F),597.0,True,Fork length,188.0,40.7
Sawtooth barracuda (M&F),597.0,True,Fork length,189.0,41.3
Sawtooth barracuda (M&F),597.0,True,Fork length,190.0,42.0
Sawtooth barracuda (M&F),597.0,True,Fork length,191.0,42.6
Sawtooth barracuda (M&F),597.0,True,Fork length,192.0,43.3
Sawtooth barracuda (M&F),597.0,True,Fork length,193.0,44.0
Sawtooth barracuda (M&F),597.0,True,Fork length,194.0,44.6
Sawtooth barracuda (M&F),597.0,True,Fork length,195.0,45.3
Sawtooth barracuda (M&F),597.0,True,Fork length,196.0,46.0
Sawtooth barracuda (M&F),597.0,True,Fork length,197.0,46.7
Sawtooth barracuda (M&F),597.0,True,Fork length,198.0,47.4
Sawtooth barracuda (M&F),597.0,True,Fork length,199.0,48.1
Sawtooth barracuda (M&F),597.0,True,Fork length,200.0,48.8
Sawtooth barracuda (M&F),597.0,True,Fork length,201.0,49.5
Sawtooth barracuda (M&F),597.0,True,Fork length,202.0,50.2
Sawtooth barracuda (M&F),597.0,True,Fork length,203.0,51.0
Sawtooth barracuda (M&F),597.0,True,Fork length,204.0,51.7
Sawtooth barracuda (M&F),597.0,True,Fork length,205.0,52.5
Sawtooth barracuda (M&F),597.0,True,Fork length,206.0,53.2
Sawtooth barracuda (M&F),597.0,True,Fork length,207.0,54.0
Sawtooth barracuda (M&F),597.0,True,Fork length,208.0,54.7
Sawtooth barracuda (M&F),597.0,True,Fork length,209.0,55.5
Sawtooth barracuda (M&F),597.0,True,Fork length,210.0,56.3
Sawtooth barracuda (M&F),597.0,True,Fork length,211.0,57.1
Sawtooth barracuda (M&F),597.0,True,Fork length,212.0,57.9
Sawtooth barracuda (M&F),597.0,True,Fork length,213.0,58.7
Sawtooth barracuda (M&F),597.0,True,Fork length,214.0,59.5
Sawtooth barracuda (M&F),597.0,True,Fork length,215.0,60.3
Sawtooth barracuda (M&F),597.0,True,Fork length,216.0,61.1
Sawtooth barracuda (M&F),597.0,True,Fork length,217.0,62.0
Sawtooth barracuda (M&F),597.0,True,Fork length,218.0,62.8
Sawtooth barracuda (M&F),597.0,True,Fork length,219.0,63.7
Sawtooth barracuda (M&F),597.0,True,Fork length,220.0,64.5
Sawtooth barracuda (M&F),597.0,True,Fork length,221.0,65.4
Sawtooth barracuda (M&F),597.0,True,Fork length,222.0,66.3
Sawtooth barracuda (M&F),597.0,True,Fork length,223.0,67.1
Sawtooth barracuda (M&F),597.0,True,Fork length,224.0,68.0
Sawtooth barracuda (M&F),597.0,True,Fork length,225.0,68.9
Sawtooth barracuda (M&F),597.0,True,Fork length,226.0,69.8
Sawtooth barracuda (M&F),597.0,True,Fork length,227.0,70.7
Sawtooth barracuda (M&F),597.0,True,Fork length,228.0,71.6
Sawtooth barracuda (M&F),597.0,True,Fork length,229.0,72.6
Sawtooth barracuda (M&F),597.0,True,Fork length,230.0,73.5
Sawtooth barracuda (M&F),597.0,True,Fork length,231.0,74.4
Sawtooth barracuda (M&F),597.0,True,Fork length,232.0,75.4
Sawtooth barracuda (M&F),597.0,True,Fork length,233.0,76.3
Sawtooth barracuda (M&F),597.0,True,Fork length,234.0,77.3
Sawtooth barracuda (M&F),597.0,True,Fork length,235.0,78.3
Sawtooth barracuda (M&F),597.0,True,Fork length,236.0,79.3
Sawtooth barracuda (M&F),597.0,True,Fork length,237.0,80.3
Sawtooth barracuda (M&F),597.0,True,Fork length,238.0,81.2
Sawtooth barracuda (M&F),597.0,True,Fork length,239.0,82.3
Sawtooth barracuda (M&F),597.0,True,Fork length,240.0,83.3
Sawtooth barracuda (M&F),597.0,True,Fork length,241.0,84.3
Sawtooth barracuda (M&F),597.0,True,Fork length,242.0,85.3
Sawtooth barracuda (M&F),597.0,True,Fork length,243.0,86.4
Sawtooth barracuda (M&F),597.0,True,Fork length,244.0,87.4
Sawtooth barracuda (M&F),597.0,True,Fork length,245.0,88.5
Sawtooth barracuda (M&F),597.0,True,Fork length,246.0,89.5
Sawtooth barracuda (M&F),597.0,True,Fork length,247.0,90.6
Sawtooth barracuda (M&F),597.0,True,Fork length,248.0,91.7
Sawtooth barracuda (M&F),597.0,True,Fork length,249.0,92.8
Sawtooth barracuda (M&F),597.0,True,Fork length,250.0,93.8
Sawtooth barracuda (M&F),597.0,True,Fork length,251.0,95.0
Sawtooth barracuda (M&F),597.0,True,Fork length,252.0,96.1
Sawtooth barracuda (M&F),597.0,True,Fork length,253.0,97.2
Sawtooth barracuda (M&F),597.0,True,Fork length,254.0,98.3
Sawtooth barracuda (M&F),597.0,True,Fork length,255.0,99.5
Sawtooth barracuda (M&F),597.0,True,Fork length,256.0,100.6
Sawtooth barracuda (M&F),597.0,True,Fork length,257.0,101.8
Sawtooth barracuda (M&F),597.0,True,Fork length,258.0,102.9
Sawtooth barracuda (M&F),597.0,True,Fork length,259.0,104.1
Sawtooth barracuda (M&F),597.0,True,Fork length,260.0,105.3
Sawtooth barracuda (M&F),597.0,True,Fork length,261.0,106.5
Sawtooth barracuda (M&F),597.0,True,Fork length,262.0,107.7
Sawtooth barracuda (M&F),597.0,True,Fork length,263.0,108.9
Sawtooth barracuda (M&F),597.0,True,Fork length,264.0,110.1
Sawtooth barracuda (M&F),597.0,True,Fork length,265.0,111.3
Sawtooth barracuda (M&F),597.0,True,Fork length,266.0,112.6
Sawtooth barracuda (M&F),597.0,True,Fork length,267.0,113.8
Sawtooth barracuda (M&F),597.0,True,Fork length,268.0,115.1
Sawtooth barracuda (M&F),597.0,True,Fork length,269.0,116.3
Sawtooth barracuda (M&F),597.0,True,Fork length,270.0,117.6
Sawtooth barracuda (M&F),597.0,True,Fork length,271.0,118.9
Sawtooth barracuda (M&F),597.0,True,Fork length,272.0,120.2
Sawtooth barracuda (M&F),597.0,True,Fork length,273.0,121.5
Sawtooth barracuda (M&F),597.0,True,Fork length,274.0,122.8
Sawtooth barracuda (M&F),597.0,True,Fork length,275.0,124.1
Sawtooth barracuda (M&F),597.0,True,Fork length,276.0,125.4
Sawtooth barracuda (M&F),597.0,True,Fork length,277.0,126.8
Sawtooth barracuda (M&F),597.0,True,Fork length,278.0,128.1
Sawtooth barracuda (M&F),597.0,True,Fork length,279.0,129.5
Sawtooth barracuda (M&F),597.0,True,Fork length,280.0,130.8
Sawtooth barracuda (M&F),597.0,True,Fork length,281.0,132.2
Sawtooth barracuda (M&F),597.0,True,Fork length,282.0,133.6
Sawtooth barracuda (M&F),597.0,True,Fork length,283.0,135.0
Sawtooth barracuda (M&F),597.0,True,Fork length,284.0,136.4
Sawtooth barracuda (M&F),597.0,True,Fork length,285.0,137.8
Sawtooth barracuda (M&F),597.0,True,Fork length,286.0,139.2
Sawtooth barracuda (M&F),597.0,True,Fork length,287.0,140.6
Sawtooth barracuda (M&F),597.0,True,Fork length,288.0,142.1
Sawtooth barracuda (M&F),597.0,True,Fork length,289.0,143.5
Sawtooth barracuda (M&F),597.0,True,Fork length,290.0,145.0
Sawtooth barracuda (M&F),597.0,True,Fork length,291.0,146.5
Sawtooth barracuda (M&F),597.0,True,Fork length,292.0,147.9
Sawtooth barracuda (M&F),597.0,True,Fork length,293.0,149.4
Sawtooth barracuda (M&F),597.0,True,Fork length,294.0,150.9
Sawtooth barracuda (M&F),597.0,True,Fork length,295.0,152.4
Sawtooth barracuda (M&F),597.0,True,Fork length,296.0,154.0
Sawtooth barracuda (M&F),597.0,True,Fork length,297.0,155.5
Sawtooth barracuda (M&F),597.0,True,Fork length,298.0,157.0
Sawtooth barracuda (M&F),597.0,True,Fork length,299.0,158.6
Sawtooth barracuda (M&F),597.0,True,Fork length,300.0,160.1
Seventy-four (M&F),562.0,True,Total length,25.0,0.3
Seventy-four (M&F),562.0,True,Total length,26.0,0.3
Seventy-four (M&F),562.0,True,Total length,27.0,0.3
Seventy-four (M&F),562.0,True,Total length,28.0,0.4
Seventy-four (M&F),562.0,True,Total length,29.0,0.4
Seventy-four (M&F),562.0,True,Total length,30.0,0.4
Seventy-four (M&F),562.0,True,Total length,31.0,0.5
Seventy-four (M&F),562.0,True,Total length,32.0,0.5
Seventy-four (M&F),562.0,True,Total length,33.0,0.6
Seventy-four (M&F),562.0,True,Total length,34.0,0.6
Seventy-four (M&F),562.0,True,Total length,35.0,0.7
Seventy-four (M&F),562.0,True,Total length,36.0,0.7
Seventy-four (M&F),562.0,True,Total length,37.0,0.8
Seventy-four (M&F),562.0,True,Total length,38.0,0.8
Seventy-four (M&F),562.0,True,Total length,39.0,0.9
Seventy-four (M&F),562.0,True,Total length,40.0,0.9
Seventy-four (M&F),562.0,True,Total length,41.0,1.0
Seventy-four (M&F),562.0,True,Total length,42.0,1.1
Seventy-four (M&F),562.0,True,Total length,43.0,1.1
Seventy-four (M&F),562.0,True,Total length,44.0,1.2
Seventy-four (M&F),562.0,True,Total length,45.0,1.3
Seventy-four (M&F),562.0,True,Total length,46.0,1.4
Seventy-four (M&F),562.0,True,Total length,47.0,1.4
Seventy-four (M&F),562.0,True,Total length,48.0,1.5
Seventy-four (M&F),562.0,True,Total length,49.0,1.6
Seventy-four (M&F),562.0,True,Total length,50.0,1.7
Seventy-four (M&F),562.0,True,Total length,51.0,1.8
Seventy-four (M&F),562.0,True,Total length,52.0,1.9
Seventy-four (M&F),562.0,True,Total length,53.0,2.0
Seventy-four (M&F),562.0,True,Total length,54.0,2.1
Seventy-four (M&F),562.0,True,Total length,55.0,2.2
Seventy-four (M&F),562.0,True,Total length,56.0,2.3
Seventy-four (M&F),562.0,True,Total length,57.0,2.4
Seventy-four (M&F),562.0,True,Total length,58.0,2.5
Seventy-four (M&F),562.0,True,Total length,59.0,2.6
Seventy-four (M&F),562.0,True,Total length,60.0,2.7
Seventy-four (M&F),562.0,True,Total length,61.0,2.9
Seventy-four (M&F),562.0,True,Total length,62.0,3.0
Seventy-four (M&F),562.0,True,Total length,63.0,3.1
Seventy-four (M&F),562.0,True,Total length,64.0,3.3
Seventy-four (M&F),562.0,True,Total length,65.0,3.4
Seventy-four (M&F),562.0,True,Total length,66.0,3.5
Seventy-four (M&F),562.0,True,Total length,67.0,3.7
Seventy-four (M&F),562.0,True,Total length,68.0,3.8
Seventy-four (M&F),562.0,True,Total length,69.0,4.0
Seventy-four (M&F),562.0,True,Total length,70.0,4.1
Seventy-four (M&F),562.0,True,Total length,71.0,4.3
Seventy-four (M&F),562.0,True,Total length,72.0,4.5
Seventy-four (M&F),562.0,True,Total length,73.0,4.6
Seventy-four (M&F),562.0,True,Total length,74.0,4.8
Seventy-four (M&F),562.0,True,Total length,75.0,5.0
Seventy-four (M&F),562.0,True,Total length,76.0,5.2
Seventy-four (M&F),562.0,True,Total length,77.0,5.3
Seventy-four (M&F),562.0,True,Total length,78.0,5.5
Seventy-four (M&F),562.0,True,Total length,79.0,5.7
Seventy-four (M&F),562.0,True,Total length,80.0,5.9
Seventy-four (M&F),562.0,True,Total length,81.0,6.1
Seventy-four (M&F),562.0,True,Total length,82.0,6.3
Seventy-four (M&F),562.0,True,Total length,83.0,6.5
Seventy-four (M&F),562.0,True,Total length,84.0,6.7
Seventy-four (M&F),562.0,True,Total length,85.0,7.0
Seventy-four (M&F),562.0,True,Total length,86.0,7.2
Seventy-four (M&F),562.0,True,Total length,87.0,7.4
Seventy-four (M&F),562.0,True,Total length,88.0,7.6
Seventy-four (M&F),562.0,True,Total length,89.0,7.9
Seventy-four (M&F),562.0,True,Total length,90.0,8.1
Seventy-four (M&F),562.0,True,Total length,91.0,8.4
Seventy-four (M&F),562.0,True,Total length,92.0,8.6
Seventy-four (M&F),562.0,True,Total length,93.0,8.9
Seventy-four (M&F),562.0,True,Total length,94.0,9.1
Seventy-four (M&F),562.0,True,Total length,95.0,9.4
Seventy-four (M&F),562.0,True,Total length,96.0,9.6
Seventy-four (M&F),562.0,True,Total length,97.0,9.9
Seventy-four (M&F),562.0,True,Total length,98.0,10.2
Seventy-four (M&F),562.0,True,Total length,99.0,10.5
Seventy-four (M&F),562.0,True,Total length,100.0,10.7
Seventy-four (M&F),562.0,True,Total length,101.0,11.0
Seventy-four (M&F),562.0,True,Total length,102.0,11.3
Seventy-four (M&F),562.0,True,Total length,103.0,11.6
Seventy-four (M&F),562.0,True,Total length,104.0,11.9
Seventy-four (M&F),562.0,True,Total length,105.0,12.2
Seventy-four (M&F),562.0,True,Total length,106.0,12.6
Seventy-four (M&F),562.0,True,Total length,107.0,12.9
Seventy-four (M&F),562.0,True,Total length,108.0,13.2
Seventy-four (M&F),562.0,True,Total length,109.0,13.5
Seventy-four (M&F),562.0,True,Total length,110.0,13.9
Seventy-four (M&F),562.0,True,Total length,111.0,14.2
Seventy-four (M&F),562.0,True,Total length,112.0,14.5
Seventy-four (M&F),562.0,True,Total length,113.0,14.9
Seventy-four (M&F),562.0,True,Total length,114.0,15.2
Seventy-four (M&F),562.0,True,Total length,115.0,15.6
Seventy-four (M&F),562.0,True,Total length,116.0,16.0
Seventy-four (M&F),562.0,True,Total length,117.0,16.3
Seventy-four (M&F),562.0,True,Total length,118.0,16.7
Seventy-four (M&F),562.0,True,Total length,119.0,17.1
Seventy-four (M&F),562.0,True,Total length,120.0,17.5
Seventy-four (M&F),562.0,True,Total length,121.0,17.9
Seventy-four (M&F),562.0,True,Total length,122.0,18.3
Seventy-four (M&F),562.0,True,Total length,123.0,18.7
Seventy-four (M&F),562.0,True,Total length,124.0,19.1
Seventy-four (M&F),562.0,True,Total length,125.0,19.5
Seventy-four (M&F),562.0,True,Total length,126.0,19.9
Seventy-four (M&F),562.0,True,Total length,127.0,20.3
Seventy-four (M&F),562.0,True,Total length,128.0,20.8
